Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover,PredictedRatingGroup,ConfidenceScore,Probability_Distressed,Probability_Investment-High,Probability_Investment-Low,Probability_Speculative
A,Dover Corporation,DOV,Egan-Jones Ratings Company,6/12/2014,Technology,2.005571993,1.338827542,0.497581054,56.82502764,0.114908418,0.141745533,0.382571883,0.155092898,0.092555184,0.134171825,0.186545495,0.805469133,7.379497744,1.015505646,0.50384659,0.219496013,0.79907015,5.49919134,4.693625891,2.015505646,0.141745533,6.91248766,6.881988194,0.135018356,7.782709204,Speculative,0.44431835412979126,0.0004299478023312986,0.3760288953781128,0.17922277748584747,0.44431835412979126
A,Dover Corporation,DOV,Moody's Investors Service,11/2/2016,Technology,1.334415802,0.832001249,0.179942669,67.9680777,0.07489938,0.101456771,0.363827579,0.105153082,0.050305699,0.084315016,0.133927899,0.671643737,7.18468599,1.662280847,0.624382228,0.261760661,0.808341309,4.488600859,2.249202801,2.662280847,0.101456771,12.18946028,5.552853489,0.12686659,5.205683846,Investment-High,0.9872242212295532,1.441244239686057e-05,0.9872242212295532,0.010997748002409935,0.001763627864420414
A,Dover Corporation,DOV,Fitch Ratings,6/15/2012,Technology,2.823926562,1.992566799,1.003137207,54.64642447,0.112607199,0.137754052,0.383820159,0.152301092,0.094221724,0.131971813,0.181570432,0.836729131,7.94322939,0.927054865,0.481073415,0.227179674,0.743147277,4230.748539,6492.048719,1.927054865,0.137754052,0.652842772,5693.014923,0.133108222,9.006250873,Investment-Low,0.5369892120361328,0.0035615339875221252,0.02881992980837822,0.5369892120361328,0.4306293725967407
BBB,"Caterpillar, Inc.",CAT,Egan-Jones Ratings Company,1/27/2014,Capital Goods,1.40436678,0.753745833,0.222771733,55.17365603,0.068078913,0.092137416,0.268237027,0.101121173,0.044631078,0.089029323,0.181482901,0.65557859,3.259502196,3.066289875,0.754075575,0.257215289,0.752526739,11.88623683,18.849969,4.066289875,0.092137416,6.815104991,15.79510229,0.183106943,6.208384146,Investment-Low,0.9924886226654053,4.120761150261387e-05,0.00632824283093214,0.9924886226654053,0.0011418870417401195
A,"Caterpillar, Inc.",CAT,Moody's Investors Service,6/15/2012,Capital Goods,1.334967263,0.574174574,0.107034067,62.42350926,0.08194486,0.111826133,0.275366657,0.118943098,0.060506348,0.127162712,0.381158636,0.738378803,4.17770059,5.299481785,0.841256784,0.255762082,0.641226819,6.968992248,9.479069767,6.299481785,0.111826133,7.594054752,10.86821705,0.116565233,5.339786791,Investment-High,0.9629220366477966,6.393726653186604e-05,0.9629220366477966,0.03573073446750641,0.0012833119835704565
BBB,"Caterpillar, Inc.",CAT,Egan-Jones Ratings Company,2/13/2015,Capital Goods,1.394231804,0.804211357,0.263335366,51.17434401,0.066957814,0.092110032,0.279374456,0.096549725,0.043634345,0.089483135,0.219600618,0.651669206,3.32894975,4.032746939,0.801301354,0.271493213,0.808985975,10.56059624,23.78807518,5.032746939,0.092110032,5.572781062,13.05411536,0.146002464,6.103914045,Investment-Low,0.9967281818389893,5.262500781100243e-05,0.0016740381252020597,0.9967281818389893,0.0015451391227543354
BBB,"Caterpillar, Inc.",CAT,Egan-Jones Ratings Company,10/23/2015,Capital Goods,1.308519941,0.745732426,0.245599361,51.98091936,0.04471294,0.060730467,0.28225309,0.069260386,0.026778093,0.054699774,0.141215989,0.59888913,2.921752641,4.273563991,0.810374919,0.259894921,0.792059925,8.89618038,21.73986202,5.273563991,0.060730467,5.61333418,11.23170116,0.141988045,6.717499502,Investment-Low,0.9976125955581665,2.732829852902796e-05,0.0010569158475846052,0.9976125955581665,0.0013031630078330636
A,"Caterpillar, Inc.",CAT,Standard & Poor's Ratings Services,10/21/2016,Capital Goods,1.223289454,0.777475892,0.274299709,56.64854555,-0.001738589,0.003606923,0.265407271,0.012922646,-0.000896873,0.002861731,-0.005070764,0.515862604,2.515141626,4.653825778,0.823128614,1.381294964,0.80224679,7.699811741,24.53534143,5.653825778,0.003606923,15.29569564,9.597809345,0.145522485,6.135457304,Investment-Low,0.8319364190101624,0.005401512607932091,0.026448996737599373,0.8319364190101624,0.1362130343914032
A,"Caterpillar, Inc.",CAT,Standard & Poor's Ratings Services,8/20/2012,Capital Goods,1.42913796,0.708183499,0.184506806,55.91772296,0.086239089,0.125024668,0.2856926,0.130140417,0.063577152,0.138185601,0.323114549,0.737219661,4.001883239,4.082243203,0.803236492,0.306945119,0.360809006,2.897640208,16.82500766,5.082243203,0.125024668,5.674599508,8.030953111,0.079559772,6.968014216,Investment-High,0.5978918671607971,0.0006537871668115258,0.5978918671607971,0.2547070384025574,0.14674732089042664
AAA,Union Pacific Corporation,UNP,Egan-Jones Ratings Company,2/11/2014,Transportation,1.052492746,1.099182274,0.377736745,23.49906661,0.199790557,0.320903337,1.0,0.339024723,0.088234703,0.153417501,0.206737338,0.441636002,0.502022903,1.343038869,0.573203837,0.377412032,0.487615418,7.181092165,5.942154112,2.343038869,0.320903337,5.309157866,14.72695877,0.310658835,1.145171743,Investment-High,0.9742781519889832,4.659513069782406e-05,0.9742781519889832,0.025075089186429977,0.0006001920555718243
BBB,Union Pacific Corporation,UNP,Moody's Investors Service,6/15/2012,Transportation,1.123605668,1.143503166,0.366897799,26.14741525,0.168328476,0.269161937,1.0,0.292682927,0.072999823,0.125996314,0.177198837,0.433674827,0.48973306,1.427387232,0.588034415,0.374620061,0.45922016,5.552810377,4.924850731,2.427387232,0.269161937,4.839847977,12.09182623,0.300301682,1.152187902,Investment-Low,0.9671823978424072,0.00016012154810596257,0.028481680899858475,0.9671823978424072,0.004175744019448757
AA,Union Pacific Corporation,UNP,Egan-Jones Ratings Company,11/3/2014,Transportation,1.242762284,1.218326693,0.42124834,24.51288144,0.215941304,0.347798899,1.0,0.364890779,0.098262387,0.170435742,0.244466468,0.455042112,0.518412863,1.487894662,0.598053722,0.379120221,0.411509817,3.387582209,3.317355925,2.487894662,0.347798899,10.79507282,8.23208115,0.307862264,1.071450197,Investment-High,0.9591996669769287,5.8562771300785244e-05,0.9591996669769287,0.036898836493492126,0.0038428588304668665
BBB,Union Pacific Corporation,UNP,Moody's Investors Service,3/13/2013,Transportation,1.158704713,1.171208721,0.340814364,23.21585587,0.188425882,0.301921055,1.0,0.322326293,0.083621403,0.143480038,0.198369975,0.443789367,0.498273686,1.372239272,0.578457362,0.375910098,0.393280312,5.121538787,4.908053266,2.372239272,0.301921055,4.58082281,13.02261678,0.294418427,1.234348272,Investment-Low,0.5559207797050476,0.0003776646626647562,0.4398544728755951,0.5559207797050476,0.0038470798172056675
AA,Union Pacific Corporation,UNP,Egan-Jones Ratings Company,8/24/2015,Transportation,1.288209607,1.296631316,0.433873986,22.69013891,0.218768624,0.350983359,1.0,0.36913767,0.087399267,0.148966805,0.23050913,0.399505495,0.446383989,1.637426336,0.620842491,0.376698015,0.366830065,3.110136227,3.233664281,2.637426336,0.350983359,7.469833068,8.478411452,0.336679961,0.0,Investment-High,0.974092960357666,5.6457840400980785e-05,0.974092960357666,0.02294989675283432,0.002900740597397089
A,Union Pacific Corporation,UNP,Moody's Investors Service,8/2/2016,Transportation,0.987912088,0.712912088,0.350824176,23.02642796,0.212276215,0.339300938,1.0,0.364675794,0.075971858,0.129920504,0.212372065,0.357891525,0.395741134,1.795404375,0.642270003,0.374371859,0.534219269,4.829408938,1.606198943,2.795404375,0.339300938,11.13095596,9.04012494,0.377363222,0.516655101,Investment-High,0.9750834703445435,6.581787602044642e-05,0.9750834703445435,0.021916620433330536,0.0029341266490519047
BBB,"Choice Hotels International, Inc.",CHH,Egan-Jones Ratings Company,10/31/2014,Consumer Services,1.756209457,1.533118772,1.073868804,44.1489307,0.162486642,0.229241263,1.0,0.283082444,0.190276083,0.388570841,-0.287219479,1.171026002,9.804421219,-2.509488084,1.662476246,0.300907009,0.886095567,2.822535943,3.725844448,-1.509488084,0.229241263,17.39868845,3.185362896,0.242609866,0.0,Investment-Low,0.9897943139076233,0.0016822362085804343,0.002673462964594364,0.9897943139076233,0.005849998444318771
BBB,"Choice Hotels International, Inc.",CHH,Egan-Jones Ratings Company,11/4/2013,Consumer Services,1.76079799,1.271759456,0.962469456,26.95806941,0.156915752,0.218963638,1.0,0.270817636,0.204357484,0.41528041,-0.251084746,1.302338872,10.67986205,-2.228654518,1.813898444,0.285633256,0.783013781,2.080552438,2.903668537,-1.228654518,0.218963638,16.61597435,2.65710833,0.212396329,0.0,Investment-Low,0.8530827760696411,0.03162476792931557,0.026362095028162003,0.8530827760696411,0.08893031626939774
BBB,"Choice Hotels International, Inc.",CHH,Egan-Jones Ratings Company,8/10/2015,Consumer Services,1.494851358,1.444441774,0.929933274,37.92803165,0.148892052,0.2139664,1.0,0.26203601,0.178559574,0.361467915,-0.323388036,1.199255241,9.753828354,-2.811093233,1.55215269,0.304133489,0.826329814,2.325254339,3.71589749,-1.811093233,0.2139664,13.10727845,2.813954307,0.18592405,0.0,Investment-Low,0.9750416278839111,0.002678136806935072,0.0025288325268775225,0.9750416278839111,0.019751358777284622
BBB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,12/5/2014,Capital Goods,1.658178114,1.766880093,0.362630966,52.53787879,0.038690476,0.047808442,0.141450216,0.072402597,0.043875798,0.0687014,1.261022928,1.134020619,3.483177834,27.74074074,0.965206186,0.190718732,0.351444724,1.478203435,9.011889036,28.74074074,0.047808442,6.696245989,4.206076618,0.086147186,7.142021157,Investment-Low,0.5394570231437683,0.0009210947318933904,0.0010496324393898249,0.5394570231437683,0.45857223868370056
BB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,1/7/2014,Capital Goods,1.495727777,1.457052916,0.230849948,52.12172232,0.029464035,0.026907368,0.149253266,0.074922832,0.031198415,0.03653838,2.8125,1.058864312,3.030042513,89.14880952,0.98890723,-0.095017381,-0.129596413,-0.376792699,6.701434159,90.14880952,0.026907368,7.088507069,2.907431551,0.069528887,6.12068192,Speculative,0.9921011328697205,0.00019196300127077848,7.621377881150693e-05,0.007630697917193174,0.9921011328697205
BBB,"American Axle & Manufacturing Holdings, Inc.",AXL,Egan-Jones Ratings Company,11/30/2015,Capital Goods,1.607837529,2.064502288,0.404033181,50.40480644,0.060362276,0.069867541,0.162793677,0.091747585,0.073562931,0.108927501,0.781426202,1.21869048,3.73073982,9.622553897,0.90586068,0.136046938,0.487552966,2.425559947,11.91699605,10.6225539,0.069867541,3.745081761,4.974967062,0.096743614,7.917858008,Investment-Low,0.9637554287910461,0.00047331818495877087,0.0026480043306946754,0.9637554287910461,0.03312329575419426
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,7/23/2013,Consumer Durables,1.12004104,0.680745554,0.180232558,43.91665091,0.10126702,0.139230333,0.342284418,0.151664145,0.113219515,0.225307934,0.441103789,1.118029494,2.66129844,2.896004942,0.743326814,0.315449915,0.686513158,5.434895833,3.739583333,3.896004942,0.139230333,10.95949889,7.916666667,0.143721634,5.354888376,Investment-High,0.9829260110855103,2.6678655558498576e-05,0.9829260110855103,0.016619209200143814,0.0004281519213691354
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,10/28/2015,Consumer Durables,0.854622775,0.495668609,0.097495669,44.78322844,0.054488731,0.07180894,0.356301436,0.086762412,0.068252257,0.157188273,-5.82183908,1.25259399,2.616976351,-86.29885057,1.011723487,0.313108614,0.54206418,3.435953821,2.380428807,-85.29885057,0.07180894,22.83815006,6.338647609,0.124038513,4.581546708,Investment-High,0.65847247838974,0.0006638260674662888,0.65847247838974,0.31719648838043213,0.023667216300964355
A,Kimberly-Clark Corporation,KMB,Moody's Investors Service,6/15/2012,Consumer Durables,1.164165277,0.686307208,0.141560126,45.55933992,0.076321596,0.10472033,0.295116569,0.117144776,0.082124606,0.156196337,0.303105353,1.076033655,2.589886942,2.690798247,0.729055903,0.302336235,0.576923077,3.3358605,2.784938084,3.690798247,0.10472033,9.180266063,5.782158201,0.109757268,6.153266332,Investment-High,0.9556474089622498,2.1267685951897874e-05,0.9556474089622498,0.04418078809976578,0.0001505257678218186
A,Kimberly-Clark Corporation,KMB,Egan-Jones Ratings Company,10/22/2014,Consumer Durables,0.892868615,0.525056216,0.12672663,41.13744677,0.077367674,0.114327723,0.338825796,0.127813831,0.098286745,0.242473118,2.093278464,1.27038516,2.680255469,20.29766804,0.953046503,0.379600887,0.634797891,4.822429907,2.79305741,21.29766804,0.114327723,13.77417085,7.596795728,0.144240519,4.985091743,Investment-High,0.725753664970398,5.949255501036532e-05,0.725753664970398,0.2737949788570404,0.00039184922934509814
BB,United States Steel Corporation,X,Egan-Jones Ratings Company,5/6/2015,Basic Industries,1.801905296,0.541047913,0.379377977,0.0,0.005826241,0.009710402,0.117210259,0.023590564,0.008283255,0.01943968,0.026849171,1.421715121,3.827503279,2.24137931,0.691489362,0.4,0.719168901,7.391639801,13.30219614,3.24137931,0.009710402,5.472892462,10.27803037,0.085223054,8.260288616,Speculative,0.9955428242683411,0.00010505564569029957,0.0001264880265807733,0.004225636832416058,0.9955428242683411
B,United States Steel Corporation,X,Egan-Jones Ratings Company,1/30/2014,Basic Industries,1.873035439,0.377503852,0.186132512,0.0,-0.095959596,-0.128099174,0.080808081,-0.109044995,-0.127216009,-0.225500101,-0.499402628,1.32572472,2.94224924,2.92562724,0.745263638,0.250896057,-0.18115942,-0.518751124,8.472935025,3.92562724,-0.128099174,-5.861250773,2.863506204,0.023760331,9.527662106,Speculative,0.9982126951217651,0.0011586443288251758,1.595098729012534e-05,0.000612738193012774,0.9982126951217651
CCC,United States Steel Corporation,X,Moody's Investors Service,5/2/2016,Basic Industries,1.823556797,0.602886406,0.351489758,0.0,-0.141869708,-0.126058407,0.037411439,-0.103853465,-0.17867247,-0.207185459,-0.674055829,1.259412405,2.623894808,2.772577997,0.734929271,-0.125428376,-0.462395543,-1.13625474,8.864155954,3.772577997,-0.126058407,-5.234592366,2.457321998,0.031017799,7.890226629,Speculative,0.9956757426261902,0.0020675905980169773,4.89201229356695e-05,0.0022077446337789297,0.9956757426261902
B,United States Steel Corporation,X,Moody's Investors Service,6/15/2012,Basic Industries,1.582351329,0.298986024,0.111811455,0.0,-0.00266546,0.001357876,0.078354456,0.013327298,-0.003297455,0.002173213,-0.015142857,1.237105705,3.022343821,3.592285714,0.782243514,2.962962963,-4.047619048,-4.723304646,7.578125543,4.592285714,0.001357876,8.008638383,1.166934089,0.008449004,9.269600405,Speculative,0.9964032173156738,0.0021641382481902838,0.00022758507111575454,0.0012050311779603362,0.9964032173156738
B,United States Steel Corporation,X,Moody's Investors Service,3/20/2013,Basic Industries,1.797324415,0.394314381,0.190635452,0.0,-0.006415563,0.00031043,0.087851821,0.012779387,-0.008148781,0.000490717,-0.035662928,1.270158376,3.016229713,3.376473972,0.771505553,21.83333333,0.362995595,2.856409936,8.174046881,4.376473972,0.00031043,7.254812599,7.868993393,0.058723096,10.10894495,Speculative,0.9980903267860413,0.00020426583068910986,0.0006245623808354139,0.0010808861115947366,0.9980903267860413
BB,United States Steel Corporation,X,Standard & Poor's Ratings Services,4/28/2009,Basic Industries,2.063354932,0.510799136,0.26061915,0.0,0.094008724,0.133846702,0.122095611,0.136606427,0.131286132,0.225937336,0.431460674,1.396531361,3.365188736,2.252911134,0.685522472,0.283671433,1.0,6.293485944,12.08451496,3.286414709,0.133846702,0.965856204,6.293485944,0.032894151,13.69652778,Speculative,0.9824606776237488,0.00011229728988837451,0.0067262910306453705,0.010700685903429985,0.9824606776237488
BB,United States Steel Corporation,X,Standard & Poor's Ratings Services,9/15/2016,Basic Industries,1.868725869,0.876447876,0.64993565,0.0,-0.042880811,-0.040541858,0.062177176,-0.016080304,-0.048034934,-0.060916679,-0.193491645,1.120196507,2.57878864,3.028144239,0.751746725,-0.057692308,0.57909216,2.687125414,13.03989839,4.028144239,-0.040541858,19.55031871,4.640237948,0.070850794,6.006866417,Speculative,0.9951661825180054,0.0002813825267367065,0.0007748258649371564,0.003777588251978159,0.9951661825180054
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,9/30/2015,Technology,4.132038454,3.922961219,1.420181806,53.64333176,0.259980118,0.335740072,0.923376759,0.362868205,0.089609839,0.134230013,0.204220866,0.344679585,10.37059143,1.279000473,0.561211148,0.225650616,1.0,3.255222525,12.34514078,2.279000473,0.335740072,14.25443011,3.255222525,0.3750327,3.633995037,Investment-High,0.9049083590507507,0.0006332604680210352,0.9049083590507507,0.07411714643239975,0.020341290161013603
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,1/14/2014,Technology,3.238968303,2.97273151,1.135254817,59.38367402,0.293840775,0.37380312,0.904599247,0.394943518,0.133537867,0.20159559,0.244691812,0.454456559,12.17818539,0.83237771,0.454260989,0.213915671,1.0,2.982595932,6.755294611,1.83237771,0.37380312,10.41337442,2.982595932,0.382571275,8.465393795,Investment-High,0.98533034324646,0.0006201750948093832,0.98533034324646,0.007447064388543367,0.00660235621035099
AA,Oracle Corporation,ORCL,Egan-Jones Ratings Company,9/23/2014,Technology,3.345472236,3.12085621,1.234901661,58.04715872,0.286218158,0.358040496,0.922821685,0.38560418,0.121258744,0.180422619,0.23369171,0.423658461,12.50408363,0.927215325,0.481116621,0.200598365,1.0,3.295273852,8.573100707,1.927215325,0.358040496,12.86847618,3.295273852,0.389836708,6.271762208,Investment-High,0.9918779134750366,0.000217817971133627,0.9918779134750366,0.004927627742290497,0.002976641058921814
A,Oracle Corporation,ORCL,Standard & Poor's Ratings Services,4/24/2012,Technology,2.760287486,2.499718151,1.13888106,67.91364887,0.239935995,0.320335748,0.942254786,0.337796867,0.116230366,0.192288897,0.214878319,0.484422384,12.46832342,0.848727876,0.459087509,0.250985891,1.0,2.221473851,5.71473851,1.848727876,0.320335748,13.95808859,2.221473851,0.314805457,2.934379458,Investment-High,0.7792031168937683,0.0030493594240397215,0.7792031168937683,0.188333660364151,0.02941380813717842
AA,Stryker Corporation,SYK,Egan-Jones Ratings Company,7/18/2014,Health Care,2.166890681,1.472222222,0.402105735,59.30542636,0.053229974,0.119896641,0.659844961,0.12878553,0.029074691,0.087553778,0.059918557,0.546208999,8.81147541,1.060849331,0.514763168,0.556034483,0.869248036,4.092470277,13.21003963,2.060849331,0.119896641,22.56183805,4.708058124,0.184186047,10.00303951,Investment-High,0.9778767228126526,1.496105505793821e-05,0.9778767228126526,0.01174806896597147,0.010360285639762878
BBB,Stryker Corporation,SYK,Moody's Investors Service,3/3/2016,Health Care,2.267770482,1.638880959,0.96460177,60.99235874,0.144681279,0.174441987,0.663784436,0.187110396,0.088570198,0.136142498,0.169075314,0.612174555,8.295246038,0.90894137,0.476149443,0.170605187,0.699666296,1.670207116,10.83112055,1.90894137,0.174441987,16.82147476,2.387148168,0.090388096,8.156097561,Investment-Low,0.6360467672348022,0.00250229355879128,0.08629554510116577,0.6360467672348022,0.2751553952693939
AA,Stryker Corporation,SYK,Egan-Jones Ratings Company,5/13/2014,Health Care,3.136996613,2.069251035,0.503951825,61.42001995,0.11151757,0.021394524,0.66999224,0.139230684,0.063901417,0.014748586,0.111197082,0.573016579,8.345050879,0.740134851,0.425331894,1.067357513,0.896606575,4.466455362,10.51241416,1.740134851,0.021394524,19.83928599,4.981510829,0.209067731,9.48089172,Investment-High,0.9838011860847473,3.735483551281504e-05,0.9838011860847473,0.015279339626431465,0.0008821478113532066
A,Stryker Corporation,SYK,Moody's Investors Service,6/15/2012,Health Care,3.944748359,2.644967177,0.495076586,62.26134585,0.161911641,0.202961358,0.66161069,0.202961358,0.108424023,0.159402477,0.175061825,0.669649335,9.35472973,0.61460367,0.380652963,0.202253855,0.842398884,3.125485123,8.843467012,1.61460367,0.202961358,10.21145824,3.710219922,0.172625497,8.147826087,Investment-High,0.9917678833007812,2.2962241928325966e-05,0.9917678833007812,0.007510709576308727,0.0006984795909374952
A,Stryker Corporation,SYK,Moody's Investors Service,3/20/2013,Health Care,4.343283582,3.046375267,0.743603412,60.29224905,0.149936468,0.196950445,0.678757075,0.201108929,0.098288657,0.150485437,0.150982901,0.655535363,9.13185654,0.53611725,0.349008027,0.238709677,0.873264937,3.80189175,11.25853915,1.53611725,0.196950445,12.13549455,4.353652128,0.191405799,9.65625,Investment-High,0.9798285365104675,4.547907519736327e-05,0.9798285365104675,0.018648376688361168,0.0014776207972317934
BBB,Sempra Energy,SRE,Egan-Jones Ratings Company,12/26/2013,Public Utilities,0.914854658,0.530556191,0.206912337,45.22307474,0.094818604,0.135455148,1.0,0.051056171,0.026876812,0.043498099,0.090933866,0.283455053,0.414650432,2.383357558,0.704435614,0.255944056,-0.441704036,-3.231322505,4.141669708,3.383357558,0.135455148,16.61398747,7.31558293,0.168987402,0.0,Investment-Low,0.9923045039176941,6.333546480163932e-05,0.007204604800790548,0.9923045039176941,0.00042756658513098955
A,Sempra Energy,SRE,Egan-Jones Ratings Company,11/6/2015,Public Utilities,0.626843018,0.382914137,0.087380746,45.77216303,0.131854169,0.116215424,0.993549018,0.059427231,0.032782503,0.032541464,0.114234906,0.248626974,0.364884625,2.484630367,0.713025516,0.286795627,-0.086402754,-1.011081616,1.945627173,3.484630367,0.116215424,16.02397273,11.70196053,0.283940964,0.058252427,Investment-High,0.9791150093078613,2.9455553885782138e-05,0.9791150093078613,0.020450782030820847,0.00040474729030393064
A,Sempra Energy,SRE,Egan-Jones Ratings Company,4/14/2015,Public Utilities,0.825409351,0.37581377,0.112448215,41.08110557,0.105210693,0.138106026,0.992931581,0.047213412,0.029220779,0.043966189,0.102507505,0.27773583,0.426028878,2.508034611,0.714940099,0.196850394,-0.445164276,-3.912302606,2.696316661,3.508034611,0.138106026,18.77899465,8.788446913,0.195831445,0.065108514,Investment-Low,0.9858076572418213,0.00013351376401260495,0.013258200138807297,0.9858076572418213,0.0008005876443348825
BBB,Sempra Energy,SRE,Fitch Ratings,6/15/2012,Public Utilities,0.560172952,0.368724478,0.060533269,43.57014747,0.135213232,0.171482662,1.0,0.048425668,0.040682336,0.058952489,0.13793454,0.300875405,0.425759376,2.39052653,0.705060559,0.212667054,-0.523299411,-4.075588186,1.405806775,3.39052653,0.171482662,13.26955343,7.788252962,0.186030291,0.0,Investment-Low,0.9768384695053101,0.0004383801424410194,0.016862960532307625,0.9768384695053101,0.0058602141216397285
BBB,Sempra Energy,SRE,Moody's Investors Service,10/6/2016,Public Utilities,0.524717395,0.307406783,0.058883077,49.8232348,0.134537955,0.179711284,0.992045566,0.054699008,0.028669485,0.043718197,0.105783337,0.213095886,0.309222313,2.689753687,0.728979199,0.212568306,-0.81716257,-7.573426266,1.726501397,3.689753687,0.179711284,17.15133388,9.267955415,0.227732495,0.060178306,Investment-Low,0.9688155651092529,0.00034879037411883473,0.01937923952937126,0.9688155651092529,0.011456334963440895
BBB,Sempra Energy,SRE,Moody's Investors Service,9/19/2012,Public Utilities,0.8677783,0.403006106,0.111554721,43.35959366,0.089043226,0.097750596,1.0,0.043536851,0.023534891,0.029248472,0.083544058,0.264308611,0.38295423,2.54979576,0.718293652,0.062566278,-0.46481665,-3.886520238,2.361744708,3.54979576,0.097750596,16.02101109,8.361404948,0.209184202,0.0,Investment-Low,0.976457417011261,0.00015545311907771975,0.0191416684538126,0.976457417011261,0.004245513118803501
BB,R.R. Donnelley & Sons Company,RRD,Egan-Jones Ratings Company,6/4/2014,Miscellaneous,1.59806165,1.283438776,0.461434917,63.80351707,0.020152095,0.019942177,0.222369589,0.055313302,0.029178525,0.041720731,0.334283001,1.447915228,7.328368646,10.45647357,0.912713105,-0.044019139,0.688255613,2.628916987,5.653655855,11.45647357,0.019942177,6.14487937,3.819681143,0.066295812,7.130183727,Speculative,0.9073871374130249,0.0006019945139996707,0.0002485883596818894,0.09176226705312729,0.9073871374130249
B,R.R. Donnelley & Sons Company,RRD,Egan-Jones Ratings Company,8/10/2015,Miscellaneous,1.327044025,0.166688059,0.166688059,0.0,0.013422998,0.023790065,0.353075474,0.052181792,0.02075749,0.054188588,0.221327084,1.54641243,7.773496306,9.662516479,0.90621351,0.483196415,0.681595092,2.161478599,1.894941634,10.66251648,0.023790065,5.670762435,3.171206226,0.057920546,5.50729789,Speculative,0.984887421131134,0.0008013822371140122,0.00034878181759268045,0.01396249420940876,0.984887421131134
BB,R.R. Donnelley & Sons Company,RRD,Moody's Investors Service,6/15/2012,Miscellaneous,1.397645951,1.079896422,0.211723164,63.43040241,-0.011554048,-0.022373009,0.322853642,0.006144567,-0.014803724,-0.038553356,-0.117579361,1.281258679,5.721449369,6.942552987,0.874095898,0.48989048,0.734862094,3.588235294,2.320433437,7.942552987,-0.022373009,8.796016908,4.882868937,0.089181039,6.757453212,Speculative,0.9687380790710449,0.007574067451059818,0.0007261711289174855,0.022961659356951714,0.9687380790710449
BB,R.R. Donnelley & Sons Company,RRD,Egan-Jones Ratings Company,12/8/2014,Miscellaneous,1.424956702,1.081780932,0.222996663,63.95065239,0.010117724,0.012677319,0.219814882,0.044461106,0.0153679,0.027902124,0.197709667,1.518908801,7.656483009,11.8651061,0.922270365,0.178789939,0.690604677,2.514357683,2.659445844,12.8651061,0.012677319,6.438928175,3.640806045,0.062283469,6.9819528,Speculative,0.8151184320449829,0.003731607925146818,0.0008752873982302845,0.18027468025684357,0.8151184320449829
BB,R.R. Donnelley & Sons Company,RRD,Fitch Ratings,9/24/2012,Miscellaneous,1.449632407,1.124056673,0.209698622,67.05896164,-0.063725922,-0.063941146,0.327502715,-0.036177227,-0.089691162,-0.125479957,-12.33712121,1.407451774,6.323085488,136.5511364,0.992729976,-0.020807834,0.702413644,2.694013304,2.387472284,137.5511364,-0.063941146,41.28143113,3.835365854,0.067688003,5.679748823,Speculative,0.9953926801681519,0.001458879210986197,0.0012087649665772915,0.0019397176802158356,0.9953926801681519
B,R.R. Donnelley & Sons Company,RRD,Moody's Investors Service,9/14/2016,Miscellaneous,1.62265489,1.289085165,0.204693443,71.66930116,-0.071914381,-0.072102905,0.396087417,-0.043592384,-0.115737391,-0.181884694,4.691579943,1.609377553,10.60387513,-41.53642384,1.024669172,0.024738536,-0.374600639,-0.67,9.221428571,-40.53642384,-0.072102905,51.92971246,1.788571429,0.018156242,4.15940871,Speculative,0.9879288077354431,0.011566338129341602,0.00019162568787578493,0.0003132479905616492,0.9879288077354431
BB,TransAlta Corporation,TAC,Standard & Poor's Ratings Services,9/30/2015,Public Utilities,1.364595545,0.875760681,0.045774388,91.29025143,0.009704455,0.056021173,0.555359506,0.065284517,0.002009683,0.038700558,0.006545671,0.2070887,0.316046285,1.950907468,0.598976889,0.826771654,-0.145833333,-0.229032392,1.69459976,3.257066349,0.166740185,7.327835405,1.570507829,0.190560212,3.017964072,Speculative,0.9861531257629395,0.00023618889099452645,0.003438428044319153,0.010172220878303051,0.9861531257629395
BB,TransAlta Corporation,TAC,Standard & Poor's Ratings Services,9/30/2016,Public Utilities,1.276910435,0.820870994,0.186470439,107.0483938,0.070504798,0.086357947,0.59824781,0.201084689,0.015369225,0.046579445,0.048134435,0.217988359,0.351260258,1.803759613,0.575936704,0.183574879,0.52688172,1.380003819,2.251856435,3.131871262,0.181894034,6.23806619,2.619190921,0.310387985,2.331719128,Speculative,0.9748928546905518,8.205193444155157e-05,0.0028901887126266956,0.022134922444820404,0.9748928546905518
